lag_11,lag_7,lag_6,lag_3,lag_2,lag_1,t,state,gender,age,wage_increase
0.024180875869154406,-0.053835688885822464,-0.02329354640088288,-0.08767080723564724,0.05987568689537648,0.03262724961427521,2008.0,Aguascalientes,Hombre,15A24,0.07523202914031679
0.0016150348379693202,-0.02329354640088288,-0.06300429970700405,0.05987568689537648,0.03262724961427521,0.07523202914031679,2008.25,Aguascalientes,Hombre,15A24,-0.021322083169192152
0.0028808298423470546,-0.06300429970700405,0.13130565607629752,0.03262724961427521,0.07523202914031679,-0.021322083169192152,2008.5,Aguascalientes,Hombre,15A24,-0.023161804177306955
0.0930409096946041,0.13130565607629752,-0.08767080723564724,0.07523202914031679,-0.021322083169192152,-0.023161804177306955,2008.75,Aguascalientes,Hombre,15A24,-0.028392754565434553
-0.053835688885822464,-0.08767080723564724,0.05987568689537648,-0.021322083169192152,-0.023161804177306955,-0.028392754565434553,2009.0,Aguascalientes,Hombre,15A24,0.028896475481770656
-0.02329354640088288,0.05987568689537648,0.03262724961427521,-0.023161804177306955,-0.028392754565434553,0.028896475481770656,2009.25,Aguascalientes,Hombre,15A24,0.029644908147197446
-0.06300429970700405,0.03262724961427521,0.07523202914031679,-0.028392754565434553,0.028896475481770656,0.029644908147197446,2009.5,Aguascalientes,Hombre,15A24,0.05882099358580484
0.13130565607629752,0.07523202914031679,-0.021322083169192152,0.028896475481770656,0.029644908147197446,0.05882099358580484,2009.75,Aguascalientes,Hombre,15A24,0.02448854757151908
-0.08767080723564724,-0.021322083169192152,-0.023161804177306955,0.029644908147197446,0.05882099358580484,0.02448854757151908,2010.0,Aguascalientes,Hombre,15A24,0.05131211458343188
0.05987568689537648,-0.023161804177306955,-0.028392754565434553,0.05882099358580484,0.02448854757151908,0.05131211458343188,2010.25,Aguascalientes,Hombre,15A24,-0.06500909346344186
0.03262724961427521,-0.028392754565434553,0.028896475481770656,0.02448854757151908,0.05131211458343188,-0.06500909346344186,2010.5,Aguascalientes,Hombre,15A24,-0.014096770061964747
0.07523202914031679,0.028896475481770656,0.029644908147197446,0.05131211458343188,-0.06500909346344186,-0.014096770061964747,2010.75,Aguascalientes,Hombre,15A24,-0.006254018176109155
-0.021322083169192152,0.029644908147197446,0.05882099358580484,-0.06500909346344186,-0.014096770061964747,-0.006254018176109155,2011.0,Aguascalientes,Hombre,15A24,0.11347185213748934
-0.023161804177306955,0.05882099358580484,0.02448854757151908,-0.014096770061964747,-0.006254018176109155,0.11347185213748934,2011.25,Aguascalientes,Hombre,15A24,-0.0760626716251962
-0.028392754565434553,0.02448854757151908,0.05131211458343188,-0.006254018176109155,0.11347185213748934,-0.0760626716251962,2011.5,Aguascalientes,Hombre,15A24,-0.032144451732831536
